site,year,precip,block,nitrogen,plot,species,cover
mesic,2013,729.1,C,30,20,Sorghastrum nutans,32
mesic,2013,729.1,C,30,20,Oxalis stricta,1
mesic,2013,729.1,C,30,20,Physalis pumila,2
mesic,2013,729.1,C,30,20,Bouteloua curtipendula,18
mesic,2013,729.1,C,30,20,Carex meadii,4
mesic,2013,729.1,C,30,20,Carex heliophila,1
mesic,2014,665.7,C,30,20,Bouteloua curtipendula,14
mesic,2014,665.7,C,30,20,Physalis pumila,1
mesic,2014,665.7,C,30,20,Carex meadii,3
mesic,2014,665.7,C,30,20,Sorghastrum nutans,12
mesic,2014,665.7,C,30,20,Dichanthelium oligosanthes,4
mesic,2014,665.7,C,30,20,Andropogon gerardii,90
mesic,2014,665.7,C,30,20,Asclepias verticillata,1
mesic,2014,665.7,C,30,20,Amorpha canescens,11
mesic,2014,665.7,C,30,20,Eragrostis spectabilis,12
mesic,2014,665.7,C,30,20,Ambrosia psilostachya,3
mesic,2014,665.7,C,30,20,Carex heliophila,2
mesic,2015,894,C,30,20,Andropogon gerardii,95
mesic,2015,894,C,30,20,Eragrostis spectabilis,15
mesic,2015,894,C,30,20,Dichanthelium oligosanthes,3
mesic,2015,894,C,30,20,Sorghastrum nutans,30
mesic,2015,894,C,30,20,Amorpha canescens,18
mesic,2015,894,C,30,20,Asclepias verticillata,2
mesic,2015,894,C,30,20,Physalis pumila,2
mesic,2016,1054.2,C,30,20,Ambrosia psilostachya,42
mesic,2016,1054.2,C,30,20,Carex meadii,1
mesic,2016,1054.2,C,30,20,Andropogon gerardii,20
mesic,2016,1054.2,C,30,20,Bouteloua curtipendula,3
mesic,2016,1054.2,C,30,20,Sorghastrum nutans,40
mesic,2016,1054.2,C,30,20,Physalis pumila,12
mesic,2016,1054.2,C,30,20,Asclepias verticillata,3
mesic,2016,1054.2,C,30,20,Dichanthelium oligosanthes,7
mesic,2016,1054.2,C,30,20,Sporobolus asper,4
mesic,2016,1054.2,C,30,20,Amorpha canescens,31
mesic,2016,1054.2,C,30,20,Eragrostis spectabilis,13
mesic,2017,850.9,C,30,20,Sorghastrum nutans,8
mesic,2017,850.9,C,30,20,Eragrostis spectabilis,4
mesic,2017,850.9,C,30,20,Physalis pumila,4
mesic,2017,850.9,C,30,20,Dichanthelium oligosanthes,12
mesic,2017,850.9,C,30,20,Amorpha canescens,20
mesic,2017,850.9,C,30,20,Bouteloua curtipendula,1
mesic,2017,850.9,C,30,20,Asclepias verticillata,4
mesic,2017,850.9,C,30,20,Ambrosia psilostachya,30
mesic,2017,850.9,C,30,20,Sporobolus asper,2
mesic,2017,850.9,C,30,20,Andropogon gerardii,35
mesic,2013,729.1,C,0,21,Sorghastrum nutans,15
mesic,2013,729.1,C,0,21,Ambrosia psilostachya,3
mesic,2013,729.1,C,0,21,Physalis pumila,2
mesic,2013,729.1,C,0,21,Carex meadii,15
mesic,2013,729.1,C,0,21,Sporobolus asper,15
mesic,2013,729.1,C,0,21,Lespedeza violacea? Virginica?,55
mesic,2013,729.1,C,0,21,Andropogon gerardii,75
mesic,2013,729.1,C,0,21,Kuhnia eupatorioides,3
mesic,2013,729.1,C,0,21,Sporobolus heterolepis,15
mesic,2013,729.1,C,0,21,Aster ericoides,16
mesic,2013,729.1,C,0,21,Schizachyrium scoparium,3
mesic,2013,729.1,C,0,21,Solidago missouriensis,2
mesic,2013,729.1,C,0,21,Salvia azurea,25
mesic,2013,729.1,C,0,21,Dichanthelium oligosanthes,4
mesic,2013,729.1,C,0,21,Carex heliophila,2
mesic,2014,665.7,C,0,21,Ambrosia psilostachya,3
mesic,2014,665.7,C,0,21,Andropogon gerardii,80
mesic,2014,665.7,C,0,21,Sorghastrum nutans,9
mesic,2014,665.7,C,0,21,Carex meadii,5
mesic,2014,665.7,C,0,21,Sporobolus heterolepis,13
mesic,2014,665.7,C,0,21,Lespedeza violacea,30
mesic,2014,665.7,C,0,21,Dichanthelium oligosanthes,2
mesic,2014,665.7,C,0,21,Aster ericoides,4
mesic,2014,665.7,C,0,21,Salvia azurea,18
mesic,2014,665.7,C,0,21,Sporobolus asper,5
mesic,2014,665.7,C,0,21,Carex heliophila,2
mesic,2014,665.7,C,0,21,Solidago missouriensis,13
mesic,2015,894,C,0,21,Andropogon gerardii,90
mesic,2015,894,C,0,21,Dichanthelium oligosanthes,2
mesic,2015,894,C,0,21,Sorghastrum nutans,4
mesic,2015,894,C,0,21,Sporobolus asper,10
mesic,2015,894,C,0,21,Sporobolus heterolepis,5
mesic,2015,894,C,0,21,Carex heliophila,1
mesic,2015,894,C,0,21,Carex meadii,9
mesic,2015,894,C,0,21,Ambrosia psilostachya,1
mesic,2015,894,C,0,21,Aster ericoides,2
mesic,2015,894,C,0,21,Salvia azurea,25
mesic,2015,894,C,0,21,Solidago missouriensis,17
mesic,2015,894,C,0,21,Lespedeza violacea,40
mesic,2016,1054.2,C,0,21,Aster ericoides,1
mesic,2016,1054.2,C,0,21,Andropogon gerardii,60
mesic,2016,1054.2,C,0,21,Salvia azurea,16
mesic,2016,1054.2,C,0,21,Physalis pumila,1
mesic,2016,1054.2,C,0,21,Lespedeza violacea,60
mesic,2016,1054.2,C,0,21,Schizachyrium scoparium,8
mesic,2016,1054.2,C,0,21,Dichanthelium oligosanthes,2
mesic,2016,1054.2,C,0,21,Carex meadii,6
mesic,2016,1054.2,C,0,21,Carex heliophila,1
mesic,2016,1054.2,C,0,21,Sorghastrum nutans,15
mesic,2016,1054.2,C,0,21,Ambrosia psilostachya,1
mesic,2016,1054.2,C,0,21,Sporobolus asper,6
mesic,2016,1054.2,C,0,21,Solidago missouriensis,13
mesic,2016,1054.2,C,0,21,Sporobolus heterolepis,20
mesic,2017,850.9,C,0,21,Andropogon gerardii,70
mesic,2017,850.9,C,0,21,Carex meadii,13
mesic,2017,850.9,C,0,21,Salvia azurea,13
mesic,2017,850.9,C,0,21,Sorghastrum nutans,10
mesic,2017,850.9,C,0,21,Ambrosia psilostachya,3
mesic,2017,850.9,C,0,21,Schizachyrium scoparium,5
mesic,2017,850.9,C,0,21,Oxalis stricta,1
mesic,2017,850.9,C,0,21,Sporobolus asper,3
mesic,2017,850.9,C,0,21,Lespedeza violacea,75
mesic,2017,850.9,C,0,21,Solidago missouriensis,11
mesic,2017,850.9,C,0,21,Aster ericoides,2
mesic,2017,850.9,C,0,21,Sporobolus heterolepis,15
mesic,2017,850.9,C,0,21,Carex heliophila,2
mesic,2013,729.1,C,2.5,22,Sorghastrum nutans,20
mesic,2013,729.1,C,2.5,22,Cyperus spp.,1
mesic,2013,729.1,C,2.5,22,Ambrosia psilostachya,1
mesic,2013,729.1,C,2.5,22,Asclepias veridis,1
mesic,2013,729.1,C,2.5,22,Asclepias verticillata,4
mesic,2013,729.1,C,2.5,22,Dichanthelium oligosanthes,1
mesic,2013,729.1,C,2.5,22,Sporobolus asper,10
mesic,2013,729.1,C,2.5,22,Amorpha canescens,21
mesic,2013,729.1,C,2.5,22,Bouteloua curtipendula,2
mesic,2013,729.1,C,2.5,22,Andropogon gerardii,85
mesic,2013,729.1,C,2.5,22,Solidago canadensis,2
mesic,2013,729.1,C,2.5,22,Carex heliophila,2
mesic,2013,729.1,C,2.5,22,Ruellia humilis,6
mesic,2013,729.1,C,2.5,22,Carex meadii,5
mesic,2013,729.1,C,2.5,22,Aster ericoides,18
mesic,2013,729.1,C,2.5,22,Salvia azurea,23
mesic,2014,665.7,C,2.5,22,Asclepias verticillata,1
mesic,2014,665.7,C,2.5,22,Dichanthelium oligosanthes,3
mesic,2014,665.7,C,2.5,22,Aster ericoides,5
mesic,2014,665.7,C,2.5,22,Schizachyrium scoparium,1
mesic,2014,665.7,C,2.5,22,Carex meadii,1
mesic,2014,665.7,C,2.5,22,Sporobolus asper,4
mesic,2014,665.7,C,2.5,22,Amorpha canescens,8
mesic,2014,665.7,C,2.5,22,Salvia azurea,18
mesic,2014,665.7,C,2.5,22,Andropogon gerardii,80
mesic,2014,665.7,C,2.5,22,Sorghastrum nutans,30
mesic,2014,665.7,C,2.5,22,Ruellia humilis,2
mesic,2014,665.7,C,2.5,22,Solidago canadensis,8
mesic,2014,665.7,C,2.5,22,Carex heliophila,4
mesic,2014,665.7,C,2.5,22,Sporobolus heterolepis,6
mesic,2015,894,C,2.5,22,Andropogon gerardii,85
mesic,2015,894,C,2.5,22,Dichanthelium oligosanthes,2
mesic,2015,894,C,2.5,22,Panicum virgatum,10
mesic,2015,894,C,2.5,22,Sorghastrum nutans,15
mesic,2015,894,C,2.5,22,Carex heliophila,4
mesic,2015,894,C,2.5,22,Carex meadii,6
mesic,2015,894,C,2.5,22,Amorpha canescens,6
mesic,2015,894,C,2.5,22,Asclepias verticillata,2
mesic,2015,894,C,2.5,22,Aster ericoides,1
mesic,2015,894,C,2.5,22,Ruellia humilis,5
mesic,2015,894,C,2.5,22,Salvia azurea,18
mesic,2015,894,C,2.5,22,Solidago canadensis,12
mesic,2016,1054.2,C,2.5,22,Aster ericoides,1
mesic,2016,1054.2,C,2.5,22,Asclepias verticillata,2
mesic,2016,1054.2,C,2.5,22,Solidago canadensis,20
mesic,2016,1054.2,C,2.5,22,Carex heliophila,1
mesic,2016,1054.2,C,2.5,22,Amorpha canescens,6
mesic,2016,1054.2,C,2.5,22,Salvia azurea,13
mesic,2016,1054.2,C,2.5,22,Sorghastrum nutans,40
mesic,2016,1054.2,C,2.5,22,Ambrosia psilostachya,1
mesic,2016,1054.2,C,2.5,22,Andropogon gerardii,60
mesic,2016,1054.2,C,2.5,22,Dichanthelium oligosanthes,1
mesic,2016,1054.2,C,2.5,22,Sporobolus asper,2
mesic,2016,1054.2,C,2.5,22,Sporobolus heterolepis,3
mesic,2016,1054.2,C,2.5,22,Ruellia humilis,3
mesic,2016,1054.2,C,2.5,22,Carex meadii,5
mesic,2017,850.9,C,2.5,22,Asclepias verticillata,4
mesic,2017,850.9,C,2.5,22,Carex heliophila,3
mesic,2017,850.9,C,2.5,22,Aster ericoides,1
mesic,2017,850.9,C,2.5,22,Sporobolus heterolepis,2
mesic,2017,850.9,C,2.5,22,Dichanthelium oligosanthes,1
mesic,2017,850.9,C,2.5,22,Andropogon gerardii,70
mesic,2017,850.9,C,2.5,22,Ruellia humilis,3
mesic,2017,850.9,C,2.5,22,Sporobolus asper,1
mesic,2017,850.9,C,2.5,22,Amorpha canescens,13
mesic,2017,850.9,C,2.5,22,Sorghastrum nutans,6
mesic,2017,850.9,C,2.5,22,Salvia azurea,25
mesic,2017,850.9,C,2.5,22,Carex meadii,7
mesic,2017,850.9,C,2.5,22,Solidago missouriensis,13
mesic,2013,729.1,C,7.5,23,Ambrosia psilostachya,6
mesic,2013,729.1,C,7.5,23,Dalea purpurea,1
mesic,2013,729.1,C,7.5,23,Schizachyrium scoparium,25
mesic,2013,729.1,C,7.5,23,Dichanthelium oligosanthes,2
mesic,2013,729.1,C,7.5,23,Sporobolus asper,2
mesic,2013,729.1,C,7.5,23,Aster ericoides,10
mesic,2013,729.1,C,7.5,23,Solidago missouriensis,15
mesic,2013,729.1,C,7.5,23,Lespedeza capitata,3
mesic,2013,729.1,C,7.5,23,Koeleria pyramidata,1
mesic,2013,729.1,C,7.5,23,Andropogon gerardii,20
mesic,2013,729.1,C,7.5,23,Sporobolus heterolepis,31
mesic,2013,729.1,C,7.5,23,Carex heliophila,9
mesic,2013,729.1,C,7.5,23,Sorghastrum nutans,11
mesic,2013,729.1,C,7.5,23,Bouteloua curtipendula,15
mesic,2013,729.1,C,7.5,23,Salvia azurea,6
mesic,2013,729.1,C,7.5,23,Cyperus spp.,1
mesic,2013,729.1,C,7.5,23,Carex meadii,6
mesic,2014,665.7,C,7.5,23,Sorghastrum nutans,7
mesic,2014,665.7,C,7.5,23,Andropogon gerardii,28
mesic,2014,665.7,C,7.5,23,Amorpha canescens,4
mesic,2014,665.7,C,7.5,23,Salvia azurea,5
mesic,2014,665.7,C,7.5,23,Aster oblongifolia,2
mesic,2014,665.7,C,7.5,23,Bouteloua curtipendula,17
mesic,2014,665.7,C,7.5,23,Lespedeza capitata,4
mesic,2014,665.7,C,7.5,23,Sporobolus heterolepis,17
mesic,2014,665.7,C,7.5,23,Sporobolus asper,5
mesic,2014,665.7,C,7.5,23,Carex heliophila,5
mesic,2014,665.7,C,7.5,23,Sisyrinchium campestris,1
mesic,2014,665.7,C,7.5,23,Dalea purpurea,1
mesic,2014,665.7,C,7.5,23,Schizachyrium scoparium,13
mesic,2014,665.7,C,7.5,23,Ambrosia psilostachya,1
mesic,2014,665.7,C,7.5,23,Panicum virgatum,6
mesic,2014,665.7,C,7.5,23,Dichanthelium oligosanthes,2
mesic,2014,665.7,C,7.5,23,Solidago missouriensis,20
mesic,2014,665.7,C,7.5,23,Aster ericoides,7
mesic,2014,665.7,C,7.5,23,Carex meadii,3
mesic,2015,894,C,7.5,23,Andropogon gerardii,50
mesic,2015,894,C,7.5,23,Schizachyrium scoparium,25
mesic,2015,894,C,7.5,23,Bouteloua curtipendula,3
mesic,2015,894,C,7.5,23,Dichanthelium oligosanthes,2
mesic,2015,894,C,7.5,23,Panicum virgatum,30
mesic,2015,894,C,7.5,23,Sorghastrum nutans,30
mesic,2015,894,C,7.5,23,Sporobolus heterolepis,5
mesic,2015,894,C,7.5,23,Carex heliophila,7
mesic,2015,894,C,7.5,23,Carex meadii,4
mesic,2015,894,C,7.5,23,Aster ericoides,1
mesic,2015,894,C,7.5,23,Aster oblongifolia,1
mesic,2015,894,C,7.5,23,Lespedeza capitata,10
mesic,2015,894,C,7.5,23,Salvia azurea,15
mesic,2015,894,C,7.5,23,Solidago missouriensis,30
mesic,2016,1054.2,C,7.5,23,Lespedeza capitata,9
mesic,2016,1054.2,C,7.5,23,Lespedeza violacea,1
mesic,2016,1054.2,C,7.5,23,Amorpha canescens,3
mesic,2016,1054.2,C,7.5,23,Carex heliophila,6
mesic,2016,1054.2,C,7.5,23,Solidago missouriensis,30
mesic,2016,1054.2,C,7.5,23,Carex meadii,6
mesic,2016,1054.2,C,7.5,23,Salvia azurea,17
mesic,2016,1054.2,C,7.5,23,Bouteloua curtipendula,12
mesic,2016,1054.2,C,7.5,23,Andropogon gerardii,55
mesic,2016,1054.2,C,7.5,23,Schizachyrium scoparium,20
mesic,2016,1054.2,C,7.5,23,Sorghastrum nutans,15
mesic,2016,1054.2,C,7.5,23,Cyperus spp.,1
mesic,2016,1054.2,C,7.5,23,Dalea purpurea,1
mesic,2016,1054.2,C,7.5,23,Panicum virgatum,12
mesic,2016,1054.2,C,7.5,23,Dichanthelium oligosanthes,1
mesic,2016,1054.2,C,7.5,23,Sporobolus asper,1
mesic,2016,1054.2,C,7.5,23,Aster ericoides,1
mesic,2016,1054.2,C,7.5,23,Sporobolus heterolepis,9
mesic,2017,850.9,C,7.5,23,Dalea purpurea,2
mesic,2017,850.9,C,7.5,23,Schizachyrium scoparium,3
mesic,2017,850.9,C,7.5,23,Lespedeza capitata,5
mesic,2017,850.9,C,7.5,23,Panicum virgatum,10
mesic,2017,850.9,C,7.5,23,Amorpha canescens,3
mesic,2017,850.9,C,7.5,23,Andropogon gerardii,60
mesic,2017,850.9,C,7.5,23,Salvia azurea,7
mesic,2017,850.9,C,7.5,23,Aster oblongifolia,1
mesic,2017,850.9,C,7.5,23,Sporobolus heterolepis,6
mesic,2017,850.9,C,7.5,23,Solidago missouriensis,80
mesic,2017,850.9,C,7.5,23,Carex meadii,2
mesic,2017,850.9,C,7.5,23,Bouteloua curtipendula,2
mesic,2017,850.9,C,7.5,23,Sorghastrum nutans,20
mesic,2017,850.9,C,7.5,23,Dichanthelium acuminatum,3
mesic,2017,850.9,C,7.5,23,Carex heliophila,5
mesic,2013,729.1,C,15,24,Ambrosia psilostachya,2
mesic,2013,729.1,C,15,24,Carex heliophila,5
mesic,2013,729.1,C,15,24,Asclepias verticillata,2
mesic,2013,729.1,C,15,24,Dichanthelium oligosanthes,1
mesic,2013,729.1,C,15,24,Sorghastrum nutans,15
mesic,2013,729.1,C,15,24,Aster sericeus,1
mesic,2013,729.1,C,15,24,Bouteloua curtipendula,55
mesic,2013,729.1,C,15,24,Andropogon gerardii,45
mesic,2013,729.1,C,15,24,Lespedeza capitata,1
mesic,2013,729.1,C,15,24,Salvia azurea,17
mesic,2013,729.1,C,15,24,Ruellia humilis,1
mesic,2013,729.1,C,15,24,Aster ericoides,1
mesic,2013,729.1,C,15,24,Solidago missouriensis,12
mesic,2013,729.1,C,15,24,Carex meadii,6
mesic,2013,729.1,C,15,24,Schizachyrium scoparium,5
mesic,2014,665.7,C,15,24,Amorpha canescens,4
mesic,2014,665.7,C,15,24,Andropogon gerardii,70
mesic,2014,665.7,C,15,24,Ambrosia psilostachya,1
mesic,2014,665.7,C,15,24,Salvia azurea,40
mesic,2014,665.7,C,15,24,Bouteloua curtipendula,60
mesic,2014,665.7,C,15,24,Carex heliophila,8
mesic,2014,665.7,C,15,24,Asclepias verticillata,1
mesic,2014,665.7,C,15,24,Aster ericoides,3
mesic,2014,665.7,C,15,24,Ruellia humilis,1
mesic,2014,665.7,C,15,24,Solidago missouriensis,7
mesic,2014,665.7,C,15,24,Sorghastrum nutans,8
mesic,2014,665.7,C,15,24,Dichanthelium oligosanthes,1
mesic,2014,665.7,C,15,24,Carex meadii,3
mesic,2015,894,C,15,24,Andropogon gerardii,75
mesic,2015,894,C,15,24,Bouteloua curtipendula,30
mesic,2015,894,C,15,24,Sorghastrum nutans,30
mesic,2015,894,C,15,24,Carex heliophila,9
mesic,2015,894,C,15,24,Carex meadii,8
mesic,2015,894,C,15,24,Ambrosia psilostachya,1
mesic,2015,894,C,15,24,Asclepias verticillata,2
mesic,2015,894,C,15,24,Lespedeza violacea,1
mesic,2015,894,C,15,24,Salvia azurea,70
mesic,2015,894,C,15,24,Solidago missouriensis,4
mesic,2016,1054.2,C,15,24,Asclepias verticillata,1
mesic,2016,1054.2,C,15,24,Andropogon gerardii,80
mesic,2016,1054.2,C,15,24,Bouteloua curtipendula,15
mesic,2016,1054.2,C,15,24,Salvia azurea,60
mesic,2016,1054.2,C,15,24,Carex heliophila,1
mesic,2016,1054.2,C,15,24,Carex meadii,3
mesic,2016,1054.2,C,15,24,Sorghastrum nutans,12
mesic,2016,1054.2,C,15,24,Dichanthelium oligosanthes,1
mesic,2016,1054.2,C,15,24,Amorpha canescens,2
mesic,2016,1054.2,C,15,24,Solidago missouriensis,15
mesic,2016,1054.2,C,15,24,Ruellia humilis,1
mesic,2017,850.9,C,15,24,Sorghastrum nutans,5
mesic,2017,850.9,C,15,24,Dichanthelium oligosanthes,2
mesic,2017,850.9,C,15,24,Bouteloua curtipendula,30
mesic,2017,850.9,C,15,24,Andropogon gerardii,45
mesic,2017,850.9,C,15,24,Asclepias verticillata,4
mesic,2017,850.9,C,15,24,Ruellia humilis,1
mesic,2017,850.9,C,15,24,Carex heliophila,2
mesic,2017,850.9,C,15,24,Solidago missouriensis,10
mesic,2017,850.9,C,15,24,Salvia azurea,45
mesic,2017,850.9,C,15,24,Carex meadii,2
mesic,2013,729.1,D,2.5,25,Salvia azurea,13
mesic,2013,729.1,D,2.5,25,Sorghastrum nutans,7
mesic,2013,729.1,D,2.5,25,Ambrosia psilostachya,1
mesic,2013,729.1,D,2.5,25,Physalis pumila,2
mesic,2013,729.1,D,2.5,25,Dichanthelium oligosanthes,3
mesic,2013,729.1,D,2.5,25,Amorpha canescens,5
mesic,2013,729.1,D,2.5,25,Asclepias verticillata,2
mesic,2013,729.1,D,2.5,25,Ruellia humilis,4
mesic,2013,729.1,D,2.5,25,Carex meadii,4
mesic,2013,729.1,D,2.5,25,Bouteloua curtipendula,11
mesic,2013,729.1,D,2.5,25,Andropogon gerardii,80
mesic,2013,729.1,D,2.5,25,Lespedeza capitata,11
mesic,2013,729.1,D,2.5,25,Panicum virgatum,28
mesic,2013,729.1,D,2.5,25,Dichanthelium acuminatum,6
mesic,2013,729.1,D,2.5,25,Carex heliophila,1
mesic,2013,729.1,D,2.5,25,Sporobolus heterolepis,15
mesic,2013,729.1,D,2.5,25,Aster ericoides,6
mesic,2014,665.7,D,2.5,25,Aster ericoides,4
mesic,2014,665.7,D,2.5,25,Sorghastrum nutans,7
mesic,2014,665.7,D,2.5,25,Carex heliophila,1
mesic,2014,665.7,D,2.5,25,Ambrosia psilostachya,1
mesic,2014,665.7,D,2.5,25,Panicum virgatum,6
mesic,2014,665.7,D,2.5,25,Andropogon gerardii,90
mesic,2014,665.7,D,2.5,25,Ruellia humilis,3
mesic,2014,665.7,D,2.5,25,Amorpha canescens,4
mesic,2014,665.7,D,2.5,25,Carex meadii,2
mesic,2014,665.7,D,2.5,25,Eragrostis spectabilis,4
mesic,2014,665.7,D,2.5,25,Lespedeza capitata,6
mesic,2014,665.7,D,2.5,25,Dichanthelium acuminatum,7
mesic,2014,665.7,D,2.5,25,Dichanthelium oligosanthes,4
mesic,2014,665.7,D,2.5,25,Physalis pumila,1
mesic,2014,665.7,D,2.5,25,Sporobolus heterolepis,8
mesic,2014,665.7,D,2.5,25,Asclepias verticillata,1
mesic,2014,665.7,D,2.5,25,Salvia azurea,5
mesic,2015,894,D,2.5,25,Andropogon gerardii,100
mesic,2015,894,D,2.5,25,Bouteloua curtipendula,5
mesic,2015,894,D,2.5,25,Eragrostis spectabilis,4
mesic,2015,894,D,2.5,25,Dichanthelium oligosanthes,5
mesic,2015,894,D,2.5,25,Dichanthelium acuminatum,6
mesic,2015,894,D,2.5,25,Schizachyrium scoparium,7
mesic,2015,894,D,2.5,25,Sorghastrum nutans,20
mesic,2015,894,D,2.5,25,Sporobolus heterolepis,18
mesic,2015,894,D,2.5,25,Carex meadii,2
mesic,2015,894,D,2.5,25,Carex heliophila,1
mesic,2015,894,D,2.5,25,Ambrosia psilostachya,1
mesic,2015,894,D,2.5,25,Amorpha canescens,4
mesic,2015,894,D,2.5,25,Aster ericoides,3
mesic,2015,894,D,2.5,25,Dalea candida,1
mesic,2015,894,D,2.5,25,Lespedeza capitata,12
mesic,2015,894,D,2.5,25,Physalis pumila,2
mesic,2015,894,D,2.5,25,Rosa arkansana,1
mesic,2015,894,D,2.5,25,Ruellia humilis,2
mesic,2015,894,D,2.5,25,Salvia azurea,4
mesic,2016,1054.2,D,2.5,25,Lespedeza capitata,19
mesic,2016,1054.2,D,2.5,25,Carex meadii,5
mesic,2016,1054.2,D,2.5,25,Panicum virgatum,5
mesic,2016,1054.2,D,2.5,25,Andropogon gerardii,100
mesic,2016,1054.2,D,2.5,25,Oxalis stricta,1
mesic,2016,1054.2,D,2.5,25,Lespedeza violacea,1
mesic,2016,1054.2,D,2.5,25,Ruellia humilis,3
mesic,2016,1054.2,D,2.5,25,Amorpha canescens,4
mesic,2016,1054.2,D,2.5,25,Aster ericoides,1
mesic,2016,1054.2,D,2.5,25,Bouteloua curtipendula,2
mesic,2016,1054.2,D,2.5,25,Salvia azurea,13
mesic,2016,1054.2,D,2.5,25,Asclepias verticillata,1
mesic,2016,1054.2,D,2.5,25,Sorghastrum nutans,6
mesic,2016,1054.2,D,2.5,25,Dichanthelium acuminatum,3
mesic,2016,1054.2,D,2.5,25,Physalis pumila,1
mesic,2016,1054.2,D,2.5,25,Dichanthelium oligosanthes,2
mesic,2016,1054.2,D,2.5,25,Sporobolus heterolepis,9
mesic,2016,1054.2,D,2.5,25,Eragrostis spectabilis,1
mesic,2017,850.9,D,2.5,25,Baptisia bracteata,1
mesic,2017,850.9,D,2.5,25,Lespedeza capitata,7
mesic,2017,850.9,D,2.5,25,Panicum virgatum,3
mesic,2017,850.9,D,2.5,25,Physalis pumila,4
mesic,2017,850.9,D,2.5,25,Aster ericoides,2
mesic,2017,850.9,D,2.5,25,Carex meadii,6
mesic,2017,850.9,D,2.5,25,Oxalis stricta,1
mesic,2017,850.9,D,2.5,25,Dichanthelium acuminatum,3
mesic,2017,850.9,D,2.5,25,Ruellia humilis,2
mesic,2017,850.9,D,2.5,25,Dalea candida,1
mesic,2017,850.9,D,2.5,25,Carex heliophila,1
mesic,2017,850.9,D,2.5,25,Salvia azurea,5
mesic,2017,850.9,D,2.5,25,Sorghastrum nutans,12
mesic,2017,850.9,D,2.5,25,Amorpha canescens,3
mesic,2017,850.9,D,2.5,25,Bouteloua curtipendula,2
mesic,2017,850.9,D,2.5,25,Andropogon gerardii,95
mesic,2017,850.9,D,2.5,25,Asclepias verticillata,1
mesic,2013,729.1,D,5,26,Sorghastrum nutans,25
mesic,2013,729.1,D,5,26,Ambrosia psilostachya,2
mesic,2013,729.1,D,5,26,Physalis pumila,4
mesic,2013,729.1,D,5,26,Rosa arkansana,2
mesic,2013,729.1,D,5,26,Sporobolus asper,7
mesic,2013,729.1,D,5,26,Dichanthelium oligosanthes,12
mesic,2013,729.1,D,5,26,Amorpha canescens,8
mesic,2013,729.1,D,5,26,Aster ericoides,4
mesic,2013,729.1,D,5,26,Andropogon gerardii,100
mesic,2013,729.1,D,5,26,Carex heliophila,1
mesic,2013,729.1,D,5,26,Carex meadii,8
mesic,2013,729.1,D,5,26,Ruellia humilis,1
mesic,2014,665.7,D,5,26,Aster ericoides,2
mesic,2014,665.7,D,5,26,Sorghastrum nutans,20
mesic,2014,665.7,D,5,26,Asclepias verticillata,1
mesic,2014,665.7,D,5,26,Physalis pumila,2
mesic,2014,665.7,D,5,26,Ruellia humilis,1
mesic,2014,665.7,D,5,26,Carex meadii,8
mesic,2014,665.7,D,5,26,Rhus glabra,1
mesic,2014,665.7,D,5,26,Ambrosia psilostachya,3
mesic,2014,665.7,D,5,26,Amorpha canescens,2
mesic,2014,665.7,D,5,26,Salvia azurea,1
mesic,2014,665.7,D,5,26,Dichanthelium oligosanthes,9
mesic,2014,665.7,D,5,26,Andropogon gerardii,100
mesic,2014,665.7,D,5,26,Carex heliophila,2
mesic,2015,894,D,5,26,Andropogon gerardii,100
mesic,2015,894,D,5,26,Dichanthelium oligosanthes,5
mesic,2015,894,D,5,26,Sorghastrum nutans,70
mesic,2015,894,D,5,26,Sporobolus asper,3
mesic,2015,894,D,5,26,Carex meadii,15
mesic,2015,894,D,5,26,Amorpha canescens,1
mesic,2015,894,D,5,26,Rosa arkansana,1
mesic,2015,894,D,5,26,Asclepias verticillata,1
mesic,2015,894,D,5,26,Aster ericoides,3
mesic,2015,894,D,5,26,Oxalis stricta,1
mesic,2015,894,D,5,26,Physalis pumila,4
mesic,2015,894,D,5,26,Ruellia humilis,1
mesic,2016,1054.2,D,5,26,Asclepias verticillata,1
mesic,2016,1054.2,D,5,26,Rosa arkansana,1
mesic,2016,1054.2,D,5,26,Physalis pumila,3
mesic,2016,1054.2,D,5,26,Aster ericoides,1
mesic,2016,1054.2,D,5,26,Carex heliophila,1
mesic,2016,1054.2,D,5,26,Carex meadii,4
mesic,2016,1054.2,D,5,26,Amorpha canescens,4
mesic,2016,1054.2,D,5,26,Sorghastrum nutans,25
mesic,2016,1054.2,D,5,26,Ambrosia psilostachya,2
mesic,2016,1054.2,D,5,26,Dichanthelium acuminatum,1
mesic,2016,1054.2,D,5,26,Andropogon gerardii,100
mesic,2016,1054.2,D,5,26,Rhus glabra,1
mesic,2016,1054.2,D,5,26,Sporobolus asper,2
mesic,2016,1054.2,D,5,26,Dichanthelium oligosanthes,2
mesic,2017,850.9,D,5,26,Physalis pumila,4
mesic,2017,850.9,D,5,26,Dichanthelium oligosanthes,2
mesic,2017,850.9,D,5,26,Salvia azurea,3
mesic,2017,850.9,D,5,26,Carex meadii,2
mesic,2017,850.9,D,5,26,Ambrosia psilostachya,1
mesic,2017,850.9,D,5,26,Aster ericoides,1
mesic,2017,850.9,D,5,26,Andropogon gerardii,100
mesic,2017,850.9,D,5,26,Sorghastrum nutans,10
